beer,link,score,style,abv,cal,loc,country
Buy�,/beer/buye/202180/,2.05,Pale Lager,-,2.05/5,['Ponce'],Puerto Rico
Tesoro,/beer/tesoro/14405/,1.97,Pale Lager,-,1.97/5,['Mayaguez'],Puerto Rico
Buccoo Bay Lemon Lager,/beer/buccoo-bay-lemon-lager/53963/,1.87,Fruit Beer,4.65,140,['Mayaguez'],Puerto Rico
Medalla Light,/beer/medalla-light/7662/,1.77,Pale Lager,4.2,126,['Mayaguez'],Puerto Rico
Silver Key Light,/beer/silver-key-light/124317/,1.69,Pale Lager,3.5,105,['Mayaguez'],Puerto Rico
Old Harbor Taina (Altbier),/beer/old-harbor-taina-altbier/94521/,n/a,Altbier,4.6,138,['San Juan'],Puerto Rico
Boqueron M�rzen,/beer/boqueron-marzen/186713/,n/a,Oktoberfest/M�rzen,-,Autumn,['Cabo Rojo'],Puerto Rico
Old Harbor Taina (Stout),/beer/old-harbor-taina-stout/162200/,n/a,Stout,-,Special,['San Juan'],Puerto Rico
Rinc�n Sandy Blonde Ale,/beer/rincon-sandy-blonde-ale/320350/,n/a,Golden Ale/Blond Ale,5.3,159,['Rincón'],Puerto Rico
Rinc�n Overhead IPA,/beer/rincon-overhead-ipa/320351/,n/a,India Pale Ale (IPA),7.2,216,['Rincón'],Puerto Rico
Microbrasserie de l'ilet - Blonde,/beer/microbrasserie-de-lilet-blonde/516002/,3.09,Golden Ale/Blond Ale,6,180,['Saint André'],Réunion
Microbrasserie de l'ilet - Ambr�e �pic�e ,/beer/microbrasserie-de-lilet-ambree-epicee/517014/,3.02,Amber Ale,6,180,['Saint André'],Réunion
Picaro Triple,/beer/picaro-triple/280640/,3.02,Abbey Tripel,8,240,['Saint Pierre'],Réunion
Picaro - Exotic IPA,/beer/picaro-exotic-ipa/516388/,3.00,India Pale Ale (IPA),5.5,165,['Saint Pierre'],Réunion
Picaro Blanche,/beer/picaro-blanche/280636/,2.94,Witbier,5,150,['Saint Pierre'],Réunion
Picaro Ambr�,/beer/picaro-ambre/280634/,2.93,Amber Ale,6,180,['Saint Pierre'],Réunion
Picaro Originale,/beer/picaro-originale/280639/,2.90,Specialty Grain,7,210,['Saint Pierre'],Réunion
L'Ilet La Libertine,/beer/lilet-la-libertine/492817/,2.88,Golden Ale/Blond Ale,6,180,['Saint André'],Réunion
Picaro blonde,/beer/picaro-blonde/301720/,2.86,Belgian Ale,5.5,165,['Saint Pierre'],Réunion
Picaro Brune,/beer/picaro-brune/280638/,2.84,Abbey Dubbel,7,210,['Saint Pierre'],Réunion
Picaro - La Buse - Not' Chaleur,/beer/picaro-la-buse-not-chaleur/514825/,2.81,Amber Ale,6,180,['Saint Pierre'],Réunion
Bourbon Radler,/beer/bourbon-radler/513870/,2.77,Radler/Shandy,1,30,['Saint-Denis'],Réunion
Bourbon Rousse,/beer/bourbon-rousse/41488/,2.75,Amber Ale,5,150,['Saint-Denis'],Réunion
Bourbon Blanche,/beer/bourbon-blanche/41487/,2.32,Witbier,5,150,['Saint-Denis'],Réunion
Bourbon Metiss,/beer/bourbon-metiss/212758/,2.21,Fruit Beer,3.5,105,['Saint-Denis'],Réunion
Bourbon Heritage,/beer/bourbon-heritage/335691/,2.15,Pale Lager,5.8,174,['Saint-Denis'],Réunion
Bourbon,/beer/bourbon/17981/,2.12,Pale Lager,5,150,['Saint-Denis'],Réunion
Bourbon 974,/beer/bourbon-974/41489/,n/a,Pale Lager,5,150,['Saint-Denis'],Réunion
Bourbon de Noel,/beer/bourbon-de-noel/51284/,n/a,Fruit Beer,5,150,['Saint-Denis'],Réunion
Picaro Premium,/beer/picaro-premium/280635/,n/a,Belgian Ale,4.5,135,['Saint Pierre'],Réunion
L'Ilet Kafrine Do F�,/beer/lilet-kafrine-do-fe/309896/,n/a,Amber Ale,6,180,['Saint André'],Réunion
Wicked Barrel / Bereta The Black Pot,/beer/wicked-barrel-bereta-the-black-pot/501180/,4.06,Imperial Stout,11.5,345,['Bicaz'],Romania
Hop Hooligans Koschei,/beer/hop-hooligans-koschei/509627/,3.91,Imperial Stout,10.5,315,['Jilava'],Romania
Bereta Juicebag,/beer/bereta-juicebag/468041/,3.74,India Pale Ale (IPA),6,180,"['Giarmata', ' Timiș']",Romania
Bereta One Down,/beer/bereta-one-down/519541/,3.72,India Pale Ale (IPA),6.2,186,"['Giarmata', ' Timiș']",Romania
Hop Hooligans Tonka Rush,/beer/hop-hooligans-tonka-rush/493066/,3.71,Imperial Stout,9,270,['Jilava'],Romania
Hop Hooligans Crowd Control,/beer/hop-hooligans-crowd-control/465981/,3.66,India Pale Ale (IPA),6,180,['Jilava'],Romania
Hop Hooligans Melting Pot,/beer/hop-hooligans-melting-pot/497369/,3.66,Barley Wine,12.5,375,['Jilava'],Romania
Bereta Juicebag Simcoe Dry Hop,/beer/bereta-juicebag-simcoe-dry-hop/479001/,3.62,India Pale Ale (IPA),6.6,198,"['Giarmata', ' Timiș']",Romania
Hop Hooligans Shock Therapy v3 Azacca & Simcoe,/beer/hop-hooligans-shock-therapy-v3-azacca-simcoe/514275/,3.61,India Pale Ale (IPA),6.5,195,['Jilava'],Romania
Ground Zero Imperial Fuck,/beer/ground-zero-imperial-fuck/300728/,3.6,Imperial IPA,9,270,['Bucharest'],Romania
Hop Hooligans Game Over,/beer/hop-hooligans-game-over/552945/,3.59,India Pale Ale (IPA),6,180,['Jilava'],Romania
Bereta / Hop Hooligans Nutbusters,/beer/bereta-hop-hooligans-nutbusters/520919/,3.57,India Pale Ale (IPA),6.7,201,"['Giarmata', ' Timiș']",Romania
Bereta Citro,/beer/bereta-citro/458188/,3.55,American Pale Ale,6,180,"['Giarmata', ' Timiș']",Romania
Hop Hooligans Night Lights,/beer/hop-hooligans-night-lights/467882/,3.54,Black IPA,6.5,195,['Jilava'],Romania
Wicked Barrel Jaw Drop,/beer/wicked-barrel-jaw-drop/535255/,3.54,India Pale Ale (IPA),6.3,189,['Bicaz'],Romania
Ground Zero Morning Glory,/beer/ground-zero-morning-glory/300727/,3.54,India Pale Ale (IPA),6,180,['Bucharest'],Romania
Hop Hooligans Summer Punch,/beer/hop-hooligans-summer-punch/467034/,3.51,American Pale Ale,5,150,['Jilava'],Romania
Ground Zero Split the Pot,/beer/ground-zero-split-the-pot/491126/,3.5,India Pale Ale (IPA),7,210,['Bucharest'],Romania
Bereta / Ground Zero Imperial Juice,/beer/bereta-ground-zero-imperial-juice/487779/,3.5,Imperial IPA,9,270,"['Giarmata', ' Timiș']",Romania
Hop Hooligans / Ground Zero Seven Years O'Clock,/beer/hop-hooligans-ground-zero-seven-years-oclock/509625/,3.49,India Pale Ale (IPA),6,180,['Jilava'],Romania
Bereta Nelson Galacticu',/beer/bereta-nelson-galacticu/514267/,3.48,India Pale Ale (IPA),7.1,213,"['Giarmata', ' Timiș']",Romania
Hop Hooligans Chupacabra,/beer/hop-hooligans-chupacabra/467029/,3.48,Imperial Stout,7.5,225,['Jilava'],Romania
Hop Hooligans Lederhosen,/beer/hop-hooligans-lederhosen/509626/,3.47,German Hefeweizen,6.5,195,['Jilava'],Romania
Hop Hooligans Sourpuss: Blackberry,/beer/hop-hooligans-sourpuss-blackberry/552944/,3.46,Berliner Weisse,5,150,['Jilava'],Romania
Bereta 'Ai Pi Iei,/beer/bereta-ai-pi-iei/425381/,3.46,India Pale Ale (IPA),6.3,189,"['Giarmata', ' Timiș']",Romania
Hop Hooligans / Sunstone Alehouse Sinking Ship,/beer/hop-hooligans-sunstone-alehouse-sinking-ship/556053/,3.45,Smoked,9,270,['Jilava'],Romania
Bereta Juicebag Nelson Dry Hop,/beer/bereta-juicebag-nelson-dry-hop/499201/,3.45,India Pale Ale (IPA),6.6,198,"['Giarmata', ' Timiș']",Romania
Hop Hooligans Shock Therapy v4 Waimea & Falconer's Flight,/beer/hop-hooligans-shock-therapy-v4-waimea-falconers-flight/530071/,3.45,India Pale Ale (IPA),6.5,195,['Jilava'],Romania
Hop Hooligans Cannon Fire,/beer/hop-hooligans-cannon-fire/467040/,3.44,Porter,5.7,171,['Jilava'],Romania
Perfektum Black IPA,/beer/perfektum-black-ipa/394380/,3.43,Black IPA,6,180,['Bucharest'],Romania
Hop Hooligans Sencha,/beer/hop-hooligans-sencha/530070/,3.42,Spice/Herb/Vegetable,5,150,['Jilava'],Romania
Hop Hooligans Emperor,/beer/hop-hooligans-emperor/487809/,3.42,Wheat Ale,6.5,195,['Jilava'],Romania
Ground Zero / White Stork Grounded Stork,/beer/ground-zero-white-stork-grounded-stork/417674/,3.41,Saison,5.8,174,['Bucharest'],Romania
Hop Hooligans Modern Mosaic,/beer/hop-hooligans-modern-mosaic/514833/,3.41,Imperial IPA,9,270,['Jilava'],Romania
Hop Hooligans / Ground Zero Six Years o'Clock,/beer/hop-hooligans-ground-zero-six-years-oclock/415643/,3.4,India Pale Ale (IPA),6,180,['Jilava'],Romania
Capra Noastră Albă,/beer/capra-noastr259-alb259/531254/,3.39,Witbier,6.5,195,['Iași'],Romania
Hop Hooligans Shock Therapy v5 Ekuanot,/beer/hop-hooligans-shock-therapy-v5-ekuanot/547448/,3.39,India Pale Ale (IPA),6.5,195,['Jilava'],Romania
Hophead Dark'oh,/beer/hophead-darkoh/388739/,3.38,Porter,5.7,171,['Cluj-Napoca'],Romania
Hop Hooligans Shock Therapy V6 Centennial & Mosaic,/beer/hop-hooligans-shock-therapy-v6-centennial-mosaic/562884/,3.38,India Pale Ale (IPA),6.5,195,['Jilava'],Romania
Deranj Blondă,/beer/deranj-blond259/521668/,3.37,K�lsch,4.9,147,['Bucharest'],Romania
Ground Zero Gipsy Porter,/beer/ground-zero-gipsy-porter/353441/,3.36,Porter,4.5,135,['Bucharest'],Romania
Bereta Milk The Fruits: Apricots,/beer/bereta-milk-the-fruits-apricots/530081/,3.36,India Pale Ale (IPA),6.5,195,"['Giarmata', ' Timiș']",Romania
Hop Hooligans Fist Fight,/beer/hop-hooligans-fist-fight/497365/,3.33,Session IPA,4.5,135,['Jilava'],Romania
Ursus Black,/beer/ursus-black/42118/,3.32,Schwarzbier,6,180,['Cluj Napoca'],Romania
Hop Hooligans Dumpster Bear,/beer/hop-hooligans-dumpster-bear/482651/,3.32,Sweet Stout,7,210,['Jilava'],Romania
Hophead Pure.C,/beer/hophead-purec/461109/,3.32,India Pale Ale (IPA),6.2,186,['Cluj-Napoca'],Romania
Hophead NeBrună După Tine,/beer/hophead-nebrun259-dup259-tine/432205/,3.3,Brown Ale,6.4,192,['Cluj-Napoca'],Romania
Ground Zero Amber Guerre‬,/beer/ground-zero-amber-guerre8236/357944/,3.29,Amber Ale,5.6,168,['Bucharest'],Romania
Ground Zero Easy Rider,/beer/ground-zero-easy-rider/300726/,3.29,Session IPA,4.5,135,['Bucharest'],Romania
Hop Hooligans Royal Execution,/beer/hop-hooligans-royal-execution/467031/,3.29,Premium Bitter/ESB,6.5,195,['Jilava'],Romania
AF Brew Lobotomiya Sinistral Bourbon BA,/beer/af-brew-lobotomiya-sinistral-bourbon-ba/520098/,3.77,Imperial Stout,12.8,384,['St. Petersburg'],Russia
Bakunin Zatmenie (Eclipse),/beer/bakunin-zatmenie-eclipse/391305/,3.76,Imperial Stout,11.5,345,['St. Petersburg'],Russia
Victory Art Brew Ivan,/beer/victory-art-brew-ivan/284097/,3.76,Imperial Stout,13,390,"['Ivanteevka', ' Moscow obl.']",Russia
Salden's Triple IPA,/beer/saldens-triple-ipa/366679/,3.73,Imperial IPA,10,300,['Tula'],Russia
AF Brew Zimnaya Melankholiya,/beer/af-brew-zimnaya-melankholiya/387587/,3.72,Baltic Porter,10.3,309,['St. Petersburg'],Russia
AF Brew Lobotomiya 777,/beer/af-brew-lobotomiya-777/360491/,3.7,Imperial Stout,12.7,381,['St. Petersburg'],Russia
AF Brew Lobotomiya Dextral Brandy BA,/beer/af-brew-lobotomiya-dextral-brandy-ba/520099/,3.69,Imperial Stout,12.8,384,['St. Petersburg'],Russia
Salden's Violent Twins Double IPA,/beer/saldens-violent-twins-double-ipa/301214/,3.68,Imperial IPA,8.2,246,['Tula'],Russia
Jaws Brewery Atomnaya Prachechnaya,/beer/jaws-brewery-atomnaya-prachechnaya/170459/,3.68,Imperial IPA,7.2,216,"['Sverdlovskaya oblast', ' Zarechnyj']",Russia
Zagovor Blast Beat,/beer/zagovor-blast-beat/466370/,3.68,Imperial IPA,8,240,['Moscow'],Russia
Bakunin Burevestnik,/beer/bakunin-burevestnik/469392/,3.68,Imperial Stout,10.5,315,['St. Petersburg'],Russia
Salden's Russian Imperial Stout Aged In Single Malt Scotch Whisky Batch #1,/beer/saldens-russian-imperial-stout-aged-in-single-malt-scotch-whisky-batch-1/508833/,3.67,Imperial Stout,10.5,315,['Tula'],Russia
AF Brew Redrum IPA Special Edition,/beer/af-brew-redrum-ipa-special-edition/306559/,3.66,Imperial IPA,8.8,264,['St. Petersburg'],Russia
Victory Art Brew Black Sails IPA,/beer/victory-art-brew-black-sails-ipa/284096/,3.65,Black IPA,6,180,"['Ivanteevka', ' Moscow obl.']",Russia
Stamm Beer Urals Bourbon Barrel Aged ,/beer/stamm-beer-urals-bourbon-barrel-aged/499006/,3.64,Imperial Stout,12,360,"['p. Krasnaya Pakhra', ' Moscow']",Russia
AF Brew ABV not IBU: Amarillo,/beer/af-brew-abv-not-ibu-amarillo/303157/,3.64,Imperial IPA,8.7,261,['St. Petersburg'],Russia
Victory Art Brew Tiramistout,/beer/victory-art-brew-tiramistout/482601/,3.63,Imperial Stout,10,300,"['Ivanteevka', ' Moscow obl.']",Russia
Jaws Brewery Russian Imperial Stout V1,/beer/jaws-brewery-russian-imperial-stout-v1/445514/,3.63,Imperial Stout,10.5,315,"['Sverdlovskaya oblast', ' Zarechnyj']",Russia
Stamm Beer Urals Sherry Oloroso,/beer/stamm-beer-urals-sherry-oloroso/397334/,3.61,Imperial Stout,10,300,"['p. Krasnaya Pakhra', ' Moscow']",Russia
Salden's Citra & Galaxy Double IPA,/beer/saldens-citra-galaxy-double-ipa/401005/,3.61,Imperial IPA,8.2,246,['Tula'],Russia
Victory Art Brew Red Sails IPA,/beer/victory-art-brew-red-sails-ipa/339208/,3.61,India Pale Ale (IPA),6.9,207,"['Ivanteevka', ' Moscow obl.']",Russia
Victory Art Brew Aleksander Pokryshkin,/beer/victory-art-brew-aleksander-pokryshkin/301882/,3.61,Imperial Stout,12,360,"['Ivanteevka', ' Moscow obl.']",Russia
Odna Tonna Choco Mammuth,/beer/odna-tonna-choco-mammuth/444258/,3.6,Imperial Stout,10,300,"['Zhukovskiy', ' Moscow Region']",Russia
AF Brew Old Sparky,/beer/af-brew-old-sparky/384234/,3.6,Imperial IPA,10,300,['St. Petersburg'],Russia
Zagovor Hop Water Music,/beer/zagovor-hop-water-music/314309/,3.6,Imperial IPA,7.8,234,['Moscow'],Russia
AF Brew Mosaic IPA,/beer/af-brew-mosaic-ipa/231099/,3.59,India Pale Ale (IPA),5.6,168,['St. Petersburg'],Russia
Victory Art Brew Queen Mary,/beer/victory-art-brew-queen-mary/318061/,3.59,English Strong Ale,11,330,"['Ivanteevka', ' Moscow obl.']",Russia
Bottle Share Quadrobberry - BA Rioja,/beer/bottle-share-quadrobberry-ba-rioja/514847/,3.58,Abt/Quadrupel,13,390,['Moscow'],Russia
Victory Art Brew OTO IPA,/beer/victory-art-brew-oto-ipa/344288/,3.58,India Pale Ale (IPA),6.5,195,"['Ivanteevka', ' Moscow obl.']",Russia
Victory Art Brew Anniversary Ale,/beer/victory-art-brew-anniversary-ale/359711/,3.58,American Strong Ale ,11,330,"['Ivanteevka', ' Moscow obl.']",Russia
Bottle Share Sasha Grape,/beer/bottle-share-sasha-grape/414408/,3.58,Sour/Wild Ale,6,180,['Moscow'],Russia
KONIX Russian Imperial Stout (barrel # Whisky),/beer/konix-russian-imperial-stout-barrel-whisky/499646/,3.57,Imperial Stout,12.5,375,"['Penzenskaya Oblast', ' Zarechny']",Russia
Zagovor Egor,/beer/zagovor-egor/395551/,3.57,Imperial Stout,9.2,276,['Moscow'],Russia
AF Brew / Zagovor Jump the Line,/beer/af-brew-zagovor-jump-the-line/520100/,3.57,Imperial IPA,10,300,['St. Petersburg'],Russia
Hophead Tsygan (Gypsy),/beer/hophead-tsygan-gypsy/491904/,3.56,Imperial Stout,13,390,['Moscow'],Russia
Victory Art Brew Pyotr,/beer/victory-art-brew-pyotr/440586/,3.56,Imperial Stout,10.5,315,"['Ivanteevka', ' Moscow obl.']",Russia
Stamm Beer Urals - BA Single Malt Whiskey,/beer/stamm-beer-urals-ba-single-malt-whiskey/454062/,3.56,Imperial Stout,12,360,"['p. Krasnaya Pakhra', ' Moscow']",Russia
Stamm Beer / Zagovor Sour Passion Party,/beer/stamm-beer-zagovor-sour-passion-party/412174/,3.55,Sour/Wild Ale,6,180,"['p. Krasnaya Pakhra', ' Moscow']",Russia
Victory Art Brew Smoked Porter,/beer/victory-art-brew-smoked-porter/284093/,3.55,Porter,6.5,195,"['Ivanteevka', ' Moscow obl.']",Russia
Bottle Share Wrong Way - Coconut Bay,/beer/bottle-share-wrong-way-coconut-bay/475289/,3.54,Sweet Stout,6.8,204,['Moscow'],Russia
Bakunin Black Kangaroo,/beer/bakunin-black-kangaroo/405887/,3.54,Imperial IPA,11,330,['St. Petersburg'],Russia
Victory Art Brew Lord Of The Hops,/beer/victory-art-brew-lord-of-the-hops/305594/,3.54,Imperial IPA,8.8,264,"['Ivanteevka', ' Moscow obl.']",Russia
Craft Brew Riots / Vasileostrovskaya Raskolnikov,/beer/craft-brew-riots-vasileostrovskaya-raskolnikov/395030/,3.54,Imperial Stout,8,240,['St. Petersburg'],Russia
AF Brew Lobotomiya - Bourbon BA,/beer/af-brew-lobotomiya-bourbon-ba/506188/,3.54,Imperial Stout,13,390,['St. Petersburg'],Russia
Victory Art Brew Red Machine IPA,/beer/victory-art-brew-red-machine-ipa/247888/,3.54,India Pale Ale (IPA),7,210,"['Ivanteevka', ' Moscow obl.']",Russia
Salden's Citra & Mosaic Double IPA,/beer/saldens-citra-mosaic-double-ipa/334482/,3.54,Imperial IPA,8,240,['Tula'],Russia
AF Brew / P�haste Neodekadents,/beer/af-brew-puhaste-neodekadents/542812/,3.54,Imperial Stout,11.5,345,['St. Petersburg'],Russia
AF Brew Goseline Pump: Raspberry,/beer/af-brew-goseline-pump-raspberry/485052/,3.53,Grodziskie/Gose/Lichtenhainer,4.8,144,['St. Petersburg'],Russia
Jaws Brewery Chernaya Atomnaya Prachechnaya,/beer/jaws-brewery-chernaya-atomnaya-prachechnaya/481809/,3.53,Black IPA,7.2,216,"['Sverdlovskaya oblast', ' Zarechnyj']",Russia
Salden's Drunken Parrot Black IPA,/beer/saldens-drunken-parrot-black-ipa/301415/,3.53,Black IPA,7,210,['Tula'],Russia
Impeke Sorghum Beer,/beer/impeke-sorghum-beer/66483/,3.17,Traditional Ale,14,420,[''],Rwanda
M�tzig Lite (Rwanda) ,/beer/mutzig-lite-rwanda/547913/,2.68,Pale Lager,4.7,141,['Gisenyi'],Rwanda
BRALIRWA Huza,/beer/bralirwa-huza/551513/,2.58,Pale Lager,4.8,144,['Gisenyi'],Rwanda
Virunga Mist,/beer/virunga-mist/231247/,2.52,Dunkel/Tmav�,6.5,195,['Kigali'],Rwanda
Legend Extra Stout (Rwanda),/beer/legend-extra-stout-rwanda/400158/,2.50,Foreign Stout,6.5,195,['Gisenyi'],Rwanda
Gatanu 5,/beer/gatanu-5/264173/,2.30,Pale Lager,5.1,153,['Kigali'],Rwanda
Virunga Gold,/beer/virunga-gold/400157/,2.22,Imperial Pils/Strong Pale Lager,6.5,195,['Kigali'],Rwanda
M�tzig (Rwanda),/beer/mutzig-rwanda/50028/,2.14,Pale Lager,5.5,165,['Gisenyi'],Rwanda
Turbo King (Rwanda),/beer/turbo-king-rwanda/208563/,2.13,Amber Lager/Vienna,6.5,195,['Gisenyi'],Rwanda
Primus (Rwanda),/beer/primus-rwanda/32368/,2.09,Pale Lager,5,150,['Gisenyi'],Rwanda
Akarusho Biere de Banane (Banana Wine),/beer/akarusho-biere-de-banane-banana-wine/103563/,1.52,Traditional Ale,14,420,['Kigali'],Rwanda
Skol (Rwanda),/beer/skol-rwanda/150749/,n/a,Pale Lager,,,,
Skol 100% Malt (Rwanda),/beer/skol-100-malt-rwanda/451175/,n/a,Pale Lager,,,,
Taula Beverages LTD Strong,/beer/taula-beverages-ltd-strong/465321/,2.81,Imperial Pils/Strong Pale Lager,7,210,['Apia'],Samoa
Pure Sama,/beer/pure-sama/318907/,2.75,Pale Lager,4.6,138,['Apia'],Samoa
Vailima Pure,/beer/vailima-pure/295479/,2.58,Pale Lager,4.9,147,['Apia'],Samoa
Vailima Special Export Lager,/beer/vailima-special-export-lager/75157/,2.47,Imperial Pils/Strong Pale Lager,6.7,201,['Apia'],Samoa
Vailima,/beer/vailima/8757/,1.81,Pale Lager,4.9,147,['Apia'],Samoa
Samoa Taula Original,/beer/samoa-taula-original/292724/,n/a,Premium Lager,4.9,147,['Apia'],Samoa
Titanbr�u Nera,/beer/titanbrau-nera/268402/,3.32,Doppelbock,7.5,225,['Serravalle'],San Marino
Titanbr�u Strong Ale,/beer/titanbrau-strong-ale/173620/,3.21,English Strong Ale,8,240,['Serravalle'],San Marino
Birrificio Abusivo 70%,/beer/birrificio-abusivo-70/491066/,3.18,Smoked,4.8,144,['Domagnano'],San Marino
IL Montale Rossa,/beer/il-montale-rossa/407908/,3.15,Amber Ale,5.7,171,['San Marino'],San Marino
La Guaita Chiara,/beer/la-guaita-chiara/407907/,3.12,Belgian Ale,5.4,162,['San Marino'],San Marino
Titanbr�u Ambrata,/beer/titanbrau-ambrata/189701/,3.11,Belgian Ale,5.6,168,['Serravalle'],San Marino
Birrificio Abusivo Ambigua,/beer/birrificio-abusivo-ambigua/407919/,3.08,Brown Ale,5.5,165,['Domagnano'],San Marino
Titanbr�u Rossa,/beer/titanbrau-rossa/231426/,3.06,Amber Ale,7.5,225,['Serravalle'],San Marino
Birrificio Abusivo Axe!,/beer/birrificio-abusivo-axe/491065/,3.04,Weizen Bock,6.5,195,['Domagnano'],San Marino
Birrificio Abusivo Kinki Ti Gins,/beer/birrificio-abusivo-kinki-ti-gins/560386/,3.02,German Hefeweizen,5.3,159,['Domagnano'],San Marino
Birrificio Abusivo Bootlegger,/beer/birrificio-abusivo-bootlegger/491068/,3.00,India Pale Ale (IPA),7.5,225,['Domagnano'],San Marino
Birrificio Abusivo Segreta,/beer/birrificio-abusivo-segreta/407915/,2.98,German Hefeweizen,4.5,135,['Domagnano'],San Marino
Birrificio Abusivo Speak Easy,/beer/birrificio-abusivo-speak-easy/407918/,2.98,Pilsener,4.7,141,['Domagnano'],San Marino
Birrificio Abusivo Illecita,/beer/birrificio-abusivo-illecita/407914/,2.95,Premium Bitter/ESB,3.6,108,['Domagnano'],San Marino
La Cesta,/beer/la-cesta/407906/,2.87,Belgian Ale,-,2.87/5,['San Marino'],San Marino
Titanbr�u FonteVecchia German Pilsner,/beer/titanbrau-fontevecchia-german-pilsner/505991/,2.83,Pilsener,4.9,147,['Serravalle'],San Marino
Titanbr�u Bionda,/beer/titanbrau-bionda/189697/,2.80,Zwickel/Keller/Landbier,4.9,147,['Serravalle'],San Marino
Titanbr�u Weizen,/beer/titanbrau-weizen/175806/,2.79,German Hefeweizen,5.5,165,['Serravalle'],San Marino
La Capanna ,/beer/la-capanna/286807/,2.58,Zwickel/Keller/Landbier,5,150,['San Marino'],San Marino
Titanbr�u Pils,/beer/titanbrau-pils/173618/,n/a,Pilsener,,,,
Titanbr�u Ale,/beer/titanbrau-ale/173619/,n/a,Belgian Ale,,,,
Creola Export Beer,/beer/creola-export-beer/84445/,2.71,Pale Lager,-,2.71/5,['Cidade de Neves'],São Tomé & Principe
Rosema,/beer/rosema/84444/,2.37,Pale Lager,4.2,126,['Cidade de Neves'],São Tomé & Principe
Moussy Apple,/beer/moussy-apple/410564/,3.06,Radler/Shandy,-,0,['Jeddah'],Saudi Arabia
Bario Strawberry,/beer/bario-strawberry/383949/,3.04,Radler/Shandy,-,0,['Riyadh'],Saudi Arabia
Holsten 0.0% Black Grape ,/beer/holsten-00-black-grape/130877/,2.68,Radler/Shandy,-,0,['Jeddah'],Saudi Arabia
Al-Amoudi Rich Regular,/beer/al-amoudi-rich-regular/108792/,2.50,Low Alcohol,-,2.5/5,['Jeddah'],Saudi Arabia
Bario Classic,/beer/bario-classic/193216/,1.75,Low Alcohol,-,1.75/5,['Riyadh'],Saudi Arabia
Moussy Classic,/beer/moussy-classic/6629/,1.69,Low Alcohol,0.5,15,['Jeddah'],Saudi Arabia
Abuljadayel Kingsburg,/beer/abuljadayel-kingsburg/109906/,1.58,Low Alcohol,-,1.58/5,['Jeddah'],Saudi Arabia
Hillsburg Regular,/beer/hillsburg-regular/85007/,1.56,Low Alcohol,-,1.56/5,['Jeddah'],Saudi Arabia
Bario Peach,/beer/bario-peach/406560/,n/a,Radler/Shandy,-,0,['Riyadh'],Saudi Arabia
Bario Pomegranate,/beer/bario-pomegranate/399114/,n/a,Radler/Shandy,-,0,['Riyadh'],Saudi Arabia
Holsten 0.0% Cranberry,/beer/holsten-00-cranberry/407419/,n/a,Radler/Shandy,-,0,['Jeddah'],Saudi Arabia
Holsten 0.0% Dragon Fruit,/beer/holsten-00-dragon-fruit/406417/,n/a,Radler/Shandy,-,0,['Jeddah'],Saudi Arabia
Holsten 0.0% Lemon,/beer/holsten-00-lemon/197974/,n/a,Radler/Shandy,0.5,15,['Jeddah'],Saudi Arabia
Holsten 0.0% Pomgranate,/beer/holsten-00-pomgranate/393334/,n/a,Radler/Shandy,-,0,['Jeddah'],Saudi Arabia
