beer,link,score,style
Lorraine Krazz Cerise Pays,/beer/lorraine-krazz-cerise-pays/376215/,2.81,Fruit Beer
Porter Lorraine,/beer/porter-lorraine/99641/,2.57,Porter
Lorraine Krazz Maracudja,/beer/lorraine-krazz-maracudja/375273/,2.37,Radler/Shandy
Bi�re Lorraine Ambr�e,/beer/biere-lorraine-ambree/299824/,2.21,Amber Ale
Bi�re Lorraine Blonde,/beer/biere-lorraine-blonde/2339/,1.98,Pale Lager
Kalinago Ambr�e,/beer/kalinago-ambree/413892/,n/a,Spice/Herb/Vegetable
Kalinago Blanche,/beer/kalinago-blanche/413893/,n/a,Spice/Herb/Vegetable
Kalinago Blonde,/beer/kalinago-blonde/413894/,n/a,Spice/Herb/Vegetable
