beer,link,score,style
Taula Beverages LTD Strong,/beer/taula-beverages-ltd-strong/465321/,2.81,Imperial Pils/Strong Pale Lager
Pure Sama,/beer/pure-sama/318907/,2.75,Pale Lager
Vailima Pure,/beer/vailima-pure/295479/,2.58,Pale Lager
Vailima Special Export Lager,/beer/vailima-special-export-lager/75157/,2.47,Imperial Pils/Strong Pale Lager
Vailima,/beer/vailima/8757/,1.81,Pale Lager
Samoa Taula Original,/beer/samoa-taula-original/292724/,n/a,Premium Lager
