beer,link,score,style
Niugini Ice Premium Beer,/beer/niugini-ice-premium-beer/70279/,2.44,Pale Lager
SP Lager Beer,/beer/sp-lager-beer/73826/,2.16,Pale Lager
South Pacific Export Lager,/beer/south-pacific-export-lager/9223/,1.86,Pale Lager
South Pacific Export Radler,/beer/south-pacific-export-radler/386340/,n/a,Fruit Beer
Kundu Lager,/beer/kundu-lager/386538/,n/a,Pale Lager
Niugini Gold Extra Stout,/beer/niugini-gold-extra-stout/74761/,n/a,Foreign Stout
