beer,link,score,style
33 Export (Senegal),/beer/33-export-senegal/447791/,2.63,Pale Lager
Flag Sp�ciale (Senegal),/beer/flag-speciale-senegal/72233/,2.11,Pale Lager
Castel Beer (Senegal),/beer/castel-beer-senegal/63265/,1.85,Pale Lager
Bi�re la Gazelle,/beer/biere-la-gazelle/22537/,1.81,Pale Lager
Pelforth Ambr�e (Senegal),/beer/pelforth-ambree-senegal/150367/,n/a,Amber Ale
