beer,link,score,style
Halala 30,/beer/halala-30/9912/,2.17,Pale Lager
Sibebe Special Lager,/beer/sibebe-special-lager/9913/,2.14,Amber Lager/Vienna
Christies Gold Beer Shandy,/beer/christies-gold-beer-shandy/70962/,1.93,Low Alcohol
Sibebe Premium Lager,/beer/sibebe-premium-lager/268682/,1.83,Premium Lager
