beer,link,score,style
Macau Beer Blonde Ale (5.0%),/beer/macau-beer-blonde-ale-50/32848/,2.59,Golden Ale/Blond Ale
Macau Beer Blond Ale (4.1%),/beer/macau-beer-blond-ale-41/269544/,2.17,Golden Ale/Blond Ale
Macau Beer (5.0%),/beer/macau-beer-50/33344/,1.94,Pale Lager
