beer,link,score,style
Jeune Gueule We�ti,/beer/jeune-gueule-weiti/177526/,2.98,Witbier
Jeune Gueule L'Or'Pailleuse,/beer/jeune-gueule-lorpailleuse/165490/,2.91,Golden Ale/Blond Ale
Guyanaise Blonde,/beer/guyanaise-blonde/283874/,2.83,Golden Ale/Blond Ale
Jeune Gueule Blaka Gwayana,/beer/jeune-gueule-blaka-gwayana/281722/,n/a,Stout
Jeune Gueule La Rio Negro,/beer/jeune-gueule-la-rio-negro/165489/,n/a,Dry Stout
