beer,link,score,style
Bissau-Guineans people Homemade cashew wine,/beer/bissau-guineans-people-homemade-cashew-wine/529382/,2.68,Traditional Ale
Pampa Cerveja,/beer/pampa-cerveja/107041/,2.22,Pale Lager
Djumbai ,/beer/djumbai/551328/,n/a,Pale Lager
