beer,link,score,style
Carlsberg Brown,/beer/carlsberg-brown/11008/,2.77,Amber Lager/Vienna
Carlsberg Stout,/beer/carlsberg-stout/88307/,2.35,Sweet Stout
Carlsberg Classic,/beer/carlsberg-classic/109399/,2.12,Premium Lager
Carlsberg Malawi Special Brew,/beer/carlsberg-malawi-special-brew/248447/,2.03,Premium Lager
Carlsberg Malawi Chill,/beer/carlsberg-malawi-chill/248448/,2.02,Pale Lager
Kuche Kuche,/beer/kuche-kuche/62481/,1.97,Pale Lager
